,subject,age,age_rounded,gender,question_type,trial_number,trial_type,correct,trial_name
433,6CJ4A2,3.86,3,f,harder,8,complex,1,Process3
434,6CJ4A2,3.86,3,f,harder,9,complex,0,Process1
435,6CJ4A2,3.86,3,f,harder,10,complex,0,Process2
436,6CJ4A2,3.86,3,f,harder,11,agent,1,Child_Adult
437,6CJ4A2,3.86,3,f,harder,12,agent,1,Sling
438,6CJ4A2,3.86,3,f,harder,13,agent,0,Cooperation
439,UNXcEB,3.45,3,f,easier,1,simple,1,Number4
440,UNXcEB,3.45,3,f,easier,2,simple,0,Num_Stab
441,UNXcEB,3.45,3,f,easier,3,simple,1,Stability1
442,UNXcEB,3.45,3,f,easier,4,simple,1,Number1
443,UNXcEB,3.45,3,f,easier,5,simple,0,Number2
444,UNXcEB,3.45,3,f,easier,6,simple,1,Number3
445,UNXcEB,3.45,3,f,easier,7,complex,1,Process3
446,UNXcEB,3.45,3,f,easier,8,complex,0,Process1
447,UNXcEB,3.45,3,f,easier,9,complex,1,Process2
448,UNXcEB,3.45,3,f,easier,10,complex,1,Probability
449,UNXcEB,3.45,3,f,easier,11,agent,0,Sling
450,UNXcEB,3.45,3,f,easier,12,agent,0,Child_Adult
451,UNXcEB,3.45,3,f,easier,13,agent,1,Cooperation
452,LGCANL,3.86,3,f,harder,1,simple,0,Number3
453,LGCANL,3.86,3,f,harder,2,simple,0,Stability1
454,LGCANL,3.86,3,f,harder,3,simple,0,Number4
455,LGCANL,3.86,3,f,harder,4,simple,0,Num_Stab
456,LGCANL,3.86,3,f,harder,5,simple,0,Number2
457,LGCANL,3.86,3,f,harder,6,simple,0,Number1
458,LGCANL,3.86,3,f,harder,7,complex,1,Process3
459,LGCANL,3.86,3,f,harder,8,complex,1,Process2
460,LGCANL,3.86,3,f,harder,9,complex,1,Probability
461,LGCANL,3.86,3,f,harder,10,complex,0,Process1
462,LGCANL,3.86,3,f,harder,11,agent,1,Child_Adult
463,LGCANL,3.86,3,f,harder,12,agent,1,Sling
464,LGCANL,3.86,3,f,harder,13,agent,1,Cooperation
465,KNNc7W,3.69,3,m,easier,1,simple,0,Number3
466,KNNc7W,3.69,3,m,easier,2,simple,0,Number1
467,KNNc7W,3.69,3,m,easier,3,simple,1,Num_Stab
468,KNNc7W,3.69,3,m,easier,4,simple,1,Number4
469,KNNc7W,3.69,3,m,easier,5,simple,1,Number2
470,KNNc7W,3.69,3,m,easier,6,simple,0,Stability1
471,KNNc7W,3.69,3,m,easier,7,complex,1,Process1
472,KNNc7W,3.69,3,m,easier,8,complex,1,Process3
473,KNNc7W,3.69,3,m,easier,9,complex,0,Probability
474,KNNc7W,3.69,3,m,easier,10,complex,0,Process2
475,KNNc7W,3.69,3,m,easier,11,agent,1,Child_Adult
476,KNNc7W,3.69,3,m,easier,12,agent,0,Sling
477,KNNc7W,3.69,3,m,easier,13,agent,1,Cooperation
478,cG5CRC,3.36,3,m,harder,1,simple,1,Stability1
479,cG5CRC,3.36,3,m,harder,2,simple,1,Num_Stab
480,cG5CRC,3.36,3,m,harder,3,simple,1,Number3
481,cG5CRC,3.36,3,m,harder,4,simple,1,Number1
482,cG5CRC,3.36,3,m,harder,5,simple,1,Number2
483,cG5CRC,3.36,3,m,harder,6,simple,1,Number4
484,cG5CRC,3.36,3,m,harder,7,complex,1,Process1
485,cG5CRC,3.36,3,m,harder,8,complex,1,Process2
486,cG5CRC,3.36,3,m,harder,9,complex,1,Process3
487,cG5CRC,3.36,3,m,harder,10,complex,0,Probability
488,cG5CRC,3.36,3,m,harder,11,agent,0,Cooperation
489,cG5CRC,3.36,3,m,harder,12,agent,0,Sling
490,cG5CRC,3.36,3,m,harder,13,agent,1,Child_Adult
491,VNNJFV,3.28,3,f,harder,1,simple,1,Number3
492,VNNJFV,3.28,3,f,harder,2,simple,1,Number2
493,VNNJFV,3.28,3,f,harder,3,simple,1,Num_Stab
494,VNNJFV,3.28,3,f,harder,4,simple,1,Number4
495,VNNJFV,3.28,3,f,harder,5,simple,0,Number1
496,VNNJFV,3.28,3,f,harder,6,simple,0,Stability1
497,VNNJFV,3.28,3,f,harder,7,complex,0,Probability
498,VNNJFV,3.28,3,f,harder,8,complex,0,Process1
499,VNNJFV,3.28,3,f,harder,9,complex,0,Process3
500,VNNJFV,3.28,3,f,harder,10,complex,1,Process2
501,VNNJFV,3.28,3,f,harder,11,agent,0,Cooperation
502,VNNJFV,3.28,3,f,harder,12,agent,0,Sling
503,VNNJFV,3.28,3,f,harder,13,agent,1,Child_Adult
504,d2KGPB,3.69,3,m,harder,1,simple,1,Number2
505,d2KGPB,3.69,3,m,harder,2,simple,1,Number3
506,d2KGPB,3.69,3,m,harder,3,simple,1,Number1
507,d2KGPB,3.69,3,m,harder,4,simple,1,Stability1
508,d2KGPB,3.69,3,m,harder,5,simple,1,Number4
509,d2KGPB,3.69,3,m,harder,6,simple,1,Num_Stab
510,d2KGPB,3.69,3,m,harder,7,complex,0,Process2
511,d2KGPB,3.69,3,m,harder,8,complex,1,Process1
512,d2KGPB,3.69,3,m,harder,9,complex,1,Process3
513,d2KGPB,3.69,3,m,harder,10,complex,0,Probability
514,d2KGPB,3.69,3,m,harder,11,agent,0,Sling
515,d2KGPB,3.69,3,m,harder,12,agent,1,Cooperation
516,d2KGPB,3.69,3,m,harder,13,agent,0,Child_Adult
517,BQQ33c,3.78,3,m,harder,1,simple,1,Number3
518,BQQ33c,3.78,3,m,harder,2,simple,1,Num_Stab
519,BQQ33c,3.78,3,m,harder,3,simple,1,Number1
520,BQQ33c,3.78,3,m,harder,4,simple,1,Number4
521,BQQ33c,3.78,3,m,harder,5,simple,1,Number2
522,BQQ33c,3.78,3,m,harder,6,simple,1,Stability1
523,BQQ33c,3.78,3,m,harder,7,complex,0,Process3
524,BQQ33c,3.78,3,m,harder,8,complex,0,Process2
525,BQQ33c,3.78,3,m,harder,9,complex,0,Process1
526,BQQ33c,3.78,3,m,harder,10,complex,1,Probability
527,BQQ33c,3.78,3,m,harder,11,agent,1,Sling
528,BQQ33c,3.78,3,m,harder,12,agent,1,Cooperation
529,BQQ33c,3.78,3,m,harder,13,agent,0,Child_Adult
530,XT44XY,3.94,3,m,harder,1,simple,1,Number1
531,XT44XY,3.94,3,m,harder,2,simple,1,Number2
532,XT44XY,3.94,3,m,harder,3,simple,1,Number4
533,XT44XY,3.94,3,m,harder,4,simple,0,Stability1
534,XT44XY,3.94,3,m,harder,5,simple,0,Number3
535,XT44XY,3.94,3,m,harder,6,simple,1,Num_Stab
536,XT44XY,3.94,3,m,harder,7,complex,0,Process3
537,XT44XY,3.94,3,m,harder,8,complex,0,Probability
538,XT44XY,3.94,3,m,harder,9,complex,1,Process2
539,XT44XY,3.94,3,m,harder,10,complex,1,Process1
540,XT44XY,3.94,3,m,harder,11,agent,1,Child_Adult
541,XT44XY,3.94,3,m,harder,12,agent,1,Cooperation
542,XT44XY,3.94,3,m,harder,13,agent,0,NA
543,TU4PGA,3.78,3,m,easier,1,simple,0,Stability1
544,TU4PGA,3.78,3,m,easier,2,simple,1,Number3
545,TU4PGA,3.78,3,m,easier,3,simple,1,Number1
546,TU4PGA,3.78,3,m,easier,4,simple,1,Number2
547,TU4PGA,3.78,3,m,easier,5,simple,1,Number4
548,TU4PGA,3.78,3,m,easier,6,simple,0,Num_Stab
549,TU4PGA,3.78,3,m,easier,7,complex,1,Process2
550,TU4PGA,3.78,3,m,easier,8,complex,0,Probability
551,TU4PGA,3.78,3,m,easier,9,complex,1,Process1
552,TU4PGA,3.78,3,m,easier,10,complex,0,Process3
553,TU4PGA,3.78,3,m,easier,11,agent,1,Cooperation
554,TU4PGA,3.78,3,m,easier,12,agent,0,Sling
555,TU4PGA,3.78,3,m,easier,13,agent,0,Child_Adult
556,VZ532C,3.53,3,f,easier,1,simple,1,Stability1
557,VZ532C,3.53,3,f,easier,2,simple,0,Number1
558,VZ532C,3.53,3,f,easier,3,simple,0,Number2
559,VZ532C,3.53,3,f,easier,4,simple,0,Number4
560,VZ532C,3.53,3,f,easier,5,simple,1,Num_Stab
561,VZ532C,3.53,3,f,easier,6,simple,1,Number3
562,VZ532C,3.53,3,f,easier,7,complex,1,Probability
563,VZ532C,3.53,3,f,easier,8,complex,1,Process1
564,VZ532C,3.53,3,f,easier,9,complex,1,Process3
565,VZ532C,3.53,3,f,easier,10,complex,1,Process2
566,VZ532C,3.53,3,f,easier,11,agent,0,Child_Adult
567,VZ532C,3.53,3,f,easier,12,agent,1,Cooperation
568,VZ532C,3.53,3,f,easier,13,agent,0,Sling
569,2V47UQ,3.12,3,m,harder,1,simple,1,Number3
570,2V47UQ,3.12,3,m,harder,2,simple,1,Number1
571,2V47UQ,3.12,3,m,harder,3,simple,1,Num_Stab
572,2V47UQ,3.12,3,m,harder,4,simple,1,Number2
573,2V47UQ,3.12,3,m,harder,5,simple,1,Stability1
574,2V47UQ,3.12,3,m,harder,6,simple,1,Number4
575,2V47UQ,3.12,3,m,harder,7,complex,1,Process3
576,2V47UQ,3.12,3,m,harder,8,complex,1,Process1
577,2V47UQ,3.12,3,m,harder,9,complex,1,Probability
578,2V47UQ,3.12,3,m,harder,10,complex,0,Process2
579,2V47UQ,3.12,3,m,harder,11,agent,0,Sling
580,2V47UQ,3.12,3,m,harder,12,agent,1,Child_Adult
581,2V47UQ,3.12,3,m,harder,13,agent,1,Cooperation
582,A7L3ZU,3.94,3,f,harder,1,simple,1,Number1
583,A7L3ZU,3.94,3,f,harder,2,simple,1,Stability1
584,A7L3ZU,3.94,3,f,harder,3,simple,1,Number3
585,A7L3ZU,3.94,3,f,harder,4,simple,0,Number2
586,A7L3ZU,3.94,3,f,harder,5,simple,0,Number4
587,A7L3ZU,3.94,3,f,harder,6,simple,0,Num_Stab
588,A7L3ZU,3.94,3,f,harder,7,complex,0,Process2
589,A7L3ZU,3.94,3,f,harder,8,complex,1,Process3
590,A7L3ZU,3.94,3,f,harder,9,complex,1,Process1
591,A7L3ZU,3.94,3,f,harder,10,complex,0,Probability
592,A7L3ZU,3.94,3,f,harder,11,agent,1,Child_Adult
593,A7L3ZU,3.94,3,f,harder,12,agent,1,Cooperation
594,A7L3ZU,3.94,3,f,harder,13,agent,0,Sling
595,DdFED7,4.27,4,f,harder,1,simple,1,Stability1
596,DdFED7,4.27,4,f,harder,2,simple,1,Number1
597,DdFED7,4.27,4,f,harder,3,simple,1,Number3
598,DdFED7,4.27,4,f,harder,4,simple,0,Number2
599,DdFED7,4.27,4,f,harder,5,simple,0,Number4
600,DdFED7,4.27,4,f,harder,6,simple,0,Num_Stab
601,DdFED7,4.27,4,f,harder,7,complex,1,Probability
602,DdFED7,4.27,4,f,harder,8,complex,1,Process2
603,DdFED7,4.27,4,f,harder,9,complex,0,Process1
604,DdFED7,4.27,4,f,harder,10,complex,0,Process3
605,DdFED7,4.27,4,f,harder,11,agent,1,Child_Adult
606,DdFED7,4.27,4,f,harder,12,agent,1,Cooperation
607,DdFED7,4.27,4,f,harder,13,agent,0,Sling
608,GTAEND,4.68,4,f,easier,1,simple,1,Stability1
609,GTAEND,4.68,4,f,easier,2,simple,1,Number3
610,GTAEND,4.68,4,f,easier,3,simple,1,Number2
611,GTAEND,4.68,4,f,easier,4,simple,1,Number4
612,GTAEND,4.68,4,f,easier,5,simple,1,Number1
613,GTAEND,4.68,4,f,easier,6,simple,1,Num_Stab
614,GTAEND,4.68,4,f,easier,7,complex,0,Process2
615,GTAEND,4.68,4,f,easier,8,complex,0,Probability
616,GTAEND,4.68,4,f,easier,9,complex,0,Process3
617,GTAEND,4.68,4,f,easier,10,complex,1,Process1
618,GTAEND,4.68,4,f,easier,11,agent,0,Child_Adult
619,GTAEND,4.68,4,f,easier,12,agent,0,Sling
620,GTAEND,4.68,4,f,easier,13,agent,0,Cooperation
621,GJGH74,4.27,4,m,harder,1,simple,1,Number3
622,GJGH74,4.27,4,m,harder,2,simple,0,Num_Stab
623,GJGH74,4.27,4,m,harder,3,simple,1,Number4
624,GJGH74,4.27,4,m,harder,4,simple,0,Stability1
625,GJGH74,4.27,4,m,harder,5,simple,1,Number1
626,GJGH74,4.27,4,m,harder,6,simple,1,Number2
627,GJGH74,4.27,4,m,harder,7,complex,0,Process2
628,GJGH74,4.27,4,m,harder,8,complex,1,Process3
629,GJGH74,4.27,4,m,harder,9,complex,0,Probability
630,GJGH74,4.27,4,m,harder,10,complex,1,Process1
631,GJGH74,4.27,4,m,harder,11,agent,1,Sling
632,GJGH74,4.27,4,m,harder,12,agent,1,Child_Adult
633,GJGH74,4.27,4,m,harder,13,agent,1,Cooperation
634,ACDJZU,4.84,4,m,easier,1,simple,1,Number4
635,ACDJZU,4.84,4,m,easier,2,simple,0,Number2
636,ACDJZU,4.84,4,m,easier,3,simple,1,Number1
637,ACDJZU,4.84,4,m,easier,4,simple,1,Stability1
638,ACDJZU,4.84,4,m,easier,5,simple,1,Num_Stab
639,ACDJZU,4.84,4,m,easier,6,simple,1,Number3
640,ACDJZU,4.84,4,m,easier,7,complex,0,Process1
641,ACDJZU,4.84,4,m,easier,8,complex,0,Process3
642,ACDJZU,4.84,4,m,easier,9,complex,1,Probability
643,ACDJZU,4.84,4,m,easier,10,complex,1,Process2
644,ACDJZU,4.84,4,m,easier,11,agent,1,Cooperation
645,ACDJZU,4.84,4,m,easier,12,agent,1,Sling
646,ACDJZU,4.84,4,m,easier,13,agent,1,Child_Adult
647,T5SdYA,4.19,4,m,harder,1,simple,1,Number3
648,T5SdYA,4.19,4,m,harder,2,simple,1,Stability1
649,T5SdYA,4.19,4,m,harder,3,simple,0,Num_Stab
650,T5SdYA,4.19,4,m,harder,4,simple,1,Number1
651,T5SdYA,4.19,4,m,harder,5,simple,1,Number4
652,T5SdYA,4.19,4,m,harder,6,simple,1,Number2
653,T5SdYA,4.19,4,m,harder,7,complex,1,Process2
654,T5SdYA,4.19,4,m,harder,8,complex,1,Process3
655,T5SdYA,4.19,4,m,harder,9,complex,0,Probability
656,T5SdYA,4.19,4,m,harder,10,complex,1,Process1
657,T5SdYA,4.19,4,m,harder,11,agent,1,Child_Adult
658,T5SdYA,4.19,4,m,harder,12,agent,1,Cooperation
659,T5SdYA,4.19,4,m,harder,13,agent,1,Sling
660,6UVHAC,4.6,4,f,easier,1,simple,1,Number2
661,6UVHAC,4.6,4,f,easier,2,simple,0,Num_Stab
662,6UVHAC,4.6,4,f,easier,3,simple,0,Number4
663,6UVHAC,4.6,4,f,easier,4,simple,1,Number3
664,6UVHAC,4.6,4,f,easier,5,simple,1,Stability1
665,6UVHAC,4.6,4,f,easier,6,simple,1,Number1
666,6UVHAC,4.6,4,f,easier,7,complex,0,Probability
667,6UVHAC,4.6,4,f,easier,8,complex,0,Process3
668,6UVHAC,4.6,4,f,easier,9,complex,1,Process2
669,6UVHAC,4.6,4,f,easier,10,complex,0,Process1
670,6UVHAC,4.6,4,f,easier,11,agent,0,Sling
671,6UVHAC,4.6,4,f,easier,12,agent,1,Child_Adult
672,6UVHAC,4.6,4,f,easier,13,agent,0,Cooperation
673,QMPX5C,4.68,4,f,harder,1,simple,1,Num_Stab
674,QMPX5C,4.68,4,f,harder,2,simple,1,Number3
675,QMPX5C,4.68,4,f,harder,3,simple,1,Number2
676,QMPX5C,4.68,4,f,harder,4,simple,1,Number4
677,QMPX5C,4.68,4,f,harder,5,simple,1,Stability1
678,QMPX5C,4.68,4,f,harder,6,simple,1,Number1
679,QMPX5C,4.68,4,f,harder,7,complex,0,Process1
680,QMPX5C,4.68,4,f,harder,8,complex,0,Process2
681,QMPX5C,4.68,4,f,harder,9,complex,0,Probability
682,QMPX5C,4.68,4,f,harder,10,complex,0,Process3
683,QMPX5C,4.68,4,f,harder,11,agent,1,Cooperation
684,QMPX5C,4.68,4,f,harder,12,agent,1,Sling
685,QMPX5C,4.68,4,f,harder,13,agent,1,Child_Adult
686,SScMFY,4.76,4,f,easier,1,simple,1,Number2
687,SScMFY,4.76,4,f,easier,2,simple,0,Num_Stab
688,SScMFY,4.76,4,f,easier,3,simple,0,Number3
689,SScMFY,4.76,4,f,easier,4,simple,0,Stability1
690,SScMFY,4.76,4,f,easier,5,simple,0,Number4
691,SScMFY,4.76,4,f,easier,6,simple,0,Number1
692,SScMFY,4.76,4,f,easier,7,complex,1,Process2
693,SScMFY,4.76,4,f,easier,8,complex,0,Process1
694,SScMFY,4.76,4,f,easier,9,complex,0,Process3
695,SScMFY,4.76,4,f,easier,10,complex,1,Probability
696,SScMFY,4.76,4,f,easier,11,agent,0,Cooperation
697,SScMFY,4.76,4,f,easier,12,agent,1,Child_Adult
698,SScMFY,4.76,4,f,easier,13,agent,1,Sling
699,VccPWM,4.68,4,f,harder,1,simple,1,Stability1
700,VccPWM,4.68,4,f,harder,2,simple,1,Number4
701,VccPWM,4.68,4,f,harder,3,simple,1,Number3
702,VccPWM,4.68,4,f,harder,4,simple,1,Number2
703,VccPWM,4.68,4,f,harder,5,simple,0,Num_Stab
704,VccPWM,4.68,4,f,harder,6,simple,1,Number1
705,VccPWM,4.68,4,f,harder,7,complex,0,Process3
706,VccPWM,4.68,4,f,harder,8,complex,1,Probability
707,VccPWM,4.68,4,f,harder,9,complex,0,Process2
708,VccPWM,4.68,4,f,harder,10,complex,0,Process1
709,VccPWM,4.68,4,f,harder,11,agent,0,Sling
710,VccPWM,4.68,4,f,harder,12,agent,1,Child_Adult
711,VccPWM,4.68,4,f,harder,13,agent,1,Cooperation
712,NN3FFX,4.76,4,f,easier,1,simple,1,Number2
713,NN3FFX,4.76,4,f,easier,2,simple,1,Num_Stab
714,NN3FFX,4.76,4,f,easier,3,simple,1,Number4
715,NN3FFX,4.76,4,f,easier,4,simple,1,Number3
716,NN3FFX,4.76,4,f,easier,5,simple,1,Number1
717,NN3FFX,4.76,4,f,easier,6,simple,1,Stability1
718,NN3FFX,4.76,4,f,easier,7,complex,0,Process2
719,NN3FFX,4.76,4,f,easier,8,complex,1,Process1
720,NN3FFX,4.76,4,f,easier,9,complex,0,Process3
721,NN3FFX,4.76,4,f,easier,10,complex,1,Probability
722,NN3FFX,4.76,4,f,easier,11,agent,1,Sling
723,NN3FFX,4.76,4,f,easier,12,agent,1,Child_Adult
724,NN3FFX,4.76,4,f,easier,13,agent,1,Cooperation
725,GVMDC7,4.6,4,m,harder,1,simple,0,Number1
726,GVMDC7,4.6,4,m,harder,2,simple,1,Number3
727,GVMDC7,4.6,4,m,harder,3,simple,1,Number4
728,GVMDC7,4.6,4,m,harder,4,simple,1,Stability1
729,GVMDC7,4.6,4,m,harder,5,simple,1,Num_Stab
730,GVMDC7,4.6,4,m,harder,6,simple,1,Number2
731,GVMDC7,4.6,4,m,harder,7,complex,1,Process1
732,GVMDC7,4.6,4,m,harder,8,complex,1,Process3
733,GVMDC7,4.6,4,m,harder,9,complex,0,Process2
734,GVMDC7,4.6,4,m,harder,10,complex,1,Probability
735,GVMDC7,4.6,4,m,harder,11,agent,1,Child_Adult
736,GVMDC7,4.6,4,m,harder,12,agent,1,Cooperation
737,GVMDC7,4.6,4,m,harder,13,agent,1,Sling
738,J2LZCc,4.35,4,f,harder,1,simple,0,Number4
739,J2LZCc,4.35,4,f,harder,2,simple,0,Number2
740,J2LZCc,4.35,4,f,harder,3,simple,1,Num_Stab
741,J2LZCc,4.35,4,f,harder,4,simple,1,Stability1
742,J2LZCc,4.35,4,f,harder,5,simple,0,Number3
743,J2LZCc,4.35,4,f,harder,6,simple,0,Number1
744,J2LZCc,4.35,4,f,harder,7,complex,1,Process1
745,J2LZCc,4.35,4,f,harder,8,complex,0,Process3
746,J2LZCc,4.35,4,f,harder,9,complex,1,Probability
747,J2LZCc,4.35,4,f,harder,10,complex,1,Process2
748,J2LZCc,4.35,4,f,harder,11,agent,0,Child_Adult
749,J2LZCc,4.35,4,f,harder,12,agent,1,Cooperation
750,J2LZCc,4.35,4,f,harder,13,agent,0,Sling
751,3cRJJD,4.76,4,m,harder,1,simple,1,Stability1
752,3cRJJD,4.76,4,m,harder,2,simple,1,Number2
753,3cRJJD,4.76,4,m,harder,3,simple,1,Number4
754,3cRJJD,4.76,4,m,harder,4,simple,1,Num_Stab
755,3cRJJD,4.76,4,m,harder,5,simple,1,Number3
756,3cRJJD,4.76,4,m,harder,6,simple,1,Number1
757,3cRJJD,4.76,4,m,harder,7,complex,0,Process1
758,3cRJJD,4.76,4,m,harder,8,complex,0,Process2
759,3cRJJD,4.76,4,m,harder,9,complex,1,Probability
760,3cRJJD,4.76,4,m,harder,10,complex,1,Process3
761,3cRJJD,4.76,4,m,harder,11,agent,1,Child_Adult
762,3cRJJD,4.76,4,m,harder,12,agent,0,Sling
763,3cRJJD,4.76,4,m,harder,13,agent,0,Cooperation
764,RYU4D3,4.76,4,f,harder,1,simple,1,Number4
765,RYU4D3,4.76,4,f,harder,2,simple,1,Stability1
766,RYU4D3,4.76,4,f,harder,3,simple,1,Number3
767,RYU4D3,4.76,4,f,harder,4,simple,1,Number1
768,RYU4D3,4.76,4,f,harder,5,simple,1,Number2
769,RYU4D3,4.76,4,f,harder,6,simple,0,Num_Stab
770,RYU4D3,4.76,4,f,harder,7,complex,1,Probability
771,RYU4D3,4.76,4,f,harder,8,complex,1,Process1
772,RYU4D3,4.76,4,f,harder,9,complex,0,Process3
773,RYU4D3,4.76,4,f,harder,10,complex,0,Process2
774,RYU4D3,4.76,4,f,harder,11,agent,1,Sling
775,RYU4D3,4.76,4,f,harder,12,agent,1,Child_Adult
776,RYU4D3,4.76,4,f,harder,13,agent,1,Cooperation
777,KXCcPM,4.19,4,f,easier,1,simple,1,Number1
778,KXCcPM,4.19,4,f,easier,2,simple,1,Num_Stab
779,KXCcPM,4.19,4,f,easier,3,simple,1,Number2
780,KXCcPM,4.19,4,f,easier,4,simple,1,Number4
781,KXCcPM,4.19,4,f,easier,5,simple,1,Number3
782,KXCcPM,4.19,4,f,easier,6,simple,1,Stability1
783,KXCcPM,4.19,4,f,easier,7,complex,0,Process2
784,KXCcPM,4.19,4,f,easier,8,complex,1,Process1
785,KXCcPM,4.19,4,f,easier,9,complex,0,Process3
786,KXCcPM,4.19,4,f,easier,10,complex,1,Probability
787,KXCcPM,4.19,4,f,easier,11,agent,1,Child_Adult
788,KXCcPM,4.19,4,f,easier,12,agent,1,Sling
789,KXCcPM,4.19,4,f,easier,13,agent,1,Cooperation
790,JR5LTC,4.02,4,m,easier,1,simple,1,Number4
791,JR5LTC,4.02,4,m,easier,2,simple,1,Number3
792,JR5LTC,4.02,4,m,easier,3,simple,0,Number1
793,JR5LTC,4.02,4,m,easier,4,simple,0,Stability1
794,JR5LTC,4.02,4,m,easier,5,simple,1,Number2
795,JR5LTC,4.02,4,m,easier,6,simple,1,Num_Stab
796,JR5LTC,4.02,4,m,easier,7,complex,1,Process3
797,JR5LTC,4.02,4,m,easier,8,complex,0,Probability
798,JR5LTC,4.02,4,m,easier,9,complex,0,NA
799,JR5LTC,4.02,4,m,easier,10,complex,0,Process2
800,JR5LTC,4.02,4,m,easier,11,agent,0,Child_Adult
801,JR5LTC,4.02,4,m,easier,12,agent,0,Cooperation
802,JR5LTC,4.02,4,m,easier,13,agent,1,Sling
803,4PYTTB,4.76,4,m,easier,1,simple,1,Number4
804,4PYTTB,4.76,4,m,easier,2,simple,1,Number1
805,4PYTTB,4.76,4,m,easier,3,simple,1,Number3
806,4PYTTB,4.76,4,m,easier,4,simple,1,Number2
807,4PYTTB,4.76,4,m,easier,5,simple,0,Stability1
808,4PYTTB,4.76,4,m,easier,6,simple,0,Num_Stab
809,4PYTTB,4.76,4,m,easier,7,complex,1,Probability
810,4PYTTB,4.76,4,m,easier,8,complex,0,Process1
811,4PYTTB,4.76,4,m,easier,9,complex,1,Process2
812,4PYTTB,4.76,4,m,easier,10,complex,0,Process3
813,4PYTTB,4.76,4,m,easier,11,agent,1,Cooperation
814,4PYTTB,4.76,4,m,easier,12,agent,0,Child_Adult
815,4PYTTB,4.76,4,m,easier,13,agent,1,Sling
816,YVY6VM,4.43,4,f,easier,1,simple,1,Number2
817,YVY6VM,4.43,4,f,easier,2,simple,1,Number3
818,YVY6VM,4.43,4,f,easier,3,simple,1,Number4
819,YVY6VM,4.43,4,f,easier,4,simple,1,Number1
820,YVY6VM,4.43,4,f,easier,5,simple,1,Num_Stab
821,YVY6VM,4.43,4,f,easier,6,simple,1,Stability1
822,YVY6VM,4.43,4,f,easier,7,complex,0,Process3
823,YVY6VM,4.43,4,f,easier,8,complex,0,Process2
824,YVY6VM,4.43,4,f,easier,9,complex,0,Probability
825,YVY6VM,4.43,4,f,easier,10,complex,1,Process1
826,YVY6VM,4.43,4,f,easier,11,agent,0,Cooperation
827,YVY6VM,4.43,4,f,easier,12,agent,0,Sling
828,YVY6VM,4.43,4,f,easier,13,agent,0,Child_Adult
829,JGUN3W,4.35,4,m,easier,1,simple,1,Number3
830,JGUN3W,4.35,4,m,easier,2,simple,1,Number4
831,JGUN3W,4.35,4,m,easier,3,simple,1,Stability1
832,JGUN3W,4.35,4,m,easier,4,simple,1,Number2
833,JGUN3W,4.35,4,m,easier,5,simple,0,Num_Stab
834,JGUN3W,4.35,4,m,easier,6,simple,1,Number1
835,JGUN3W,4.35,4,m,easier,7,complex,0,Process3
836,JGUN3W,4.35,4,m,easier,8,complex,0,Process2
837,JGUN3W,4.35,4,m,easier,9,complex,1,Probability
838,JGUN3W,4.35,4,m,easier,10,complex,1,Process1
839,JGUN3W,4.35,4,m,easier,11,agent,0,Cooperation
840,JGUN3W,4.35,4,m,easier,12,agent,1,Sling
841,JGUN3W,4.35,4,m,easier,13,agent,0,Child_Adult
842,E537KH,4.93,4,f,easier,1,simple,0,Number1
843,E537KH,4.93,4,f,easier,2,simple,0,Number3
844,E537KH,4.93,4,f,easier,3,simple,1,Stability1
845,E537KH,4.93,4,f,easier,4,simple,1,Num_Stab
846,E537KH,4.93,4,f,easier,5,simple,0,Number4
847,E537KH,4.93,4,f,easier,6,simple,0,Number2
848,E537KH,4.93,4,f,easier,7,complex,1,Probability
849,E537KH,4.93,4,f,easier,8,complex,0,Process1
850,E537KH,4.93,4,f,easier,9,complex,1,Process2
851,E537KH,4.93,4,f,easier,10,complex,0,Process3
852,E537KH,4.93,4,f,easier,11,agent,0,Cooperation
853,E537KH,4.93,4,f,easier,12,agent,1,Sling
854,E537KH,4.93,4,f,easier,13,agent,0,Child_Adult
855,GMRXBT,4.93,4,m,harder,1,simple,1,Number1
856,GMRXBT,4.93,4,m,harder,2,simple,1,Number3
857,GMRXBT,4.93,4,m,harder,3,simple,0,Num_Stab
858,GMRXBT,4.93,4,m,harder,4,simple,1,Number4
859,GMRXBT,4.93,4,m,harder,5,simple,1,Stability1
860,GMRXBT,4.93,4,m,harder,6,simple,1,Number2
861,GMRXBT,4.93,4,m,harder,7,complex,0,Probability
862,GMRXBT,4.93,4,m,harder,8,complex,0,Process2
863,GMRXBT,4.93,4,m,harder,9,complex,1,Process1
864,GMRXBT,4.93,4,m,harder,10,complex,0,Process3
865,GMRXBT,4.93,4,m,harder,11,agent,1,Child_Adult
866,GMRXBT,4.93,4,m,harder,12,agent,1,Sling
867,GMRXBT,4.93,4,m,harder,13,agent,1,Cooperation
868,6BZY35,4.93,4,f,easier,1,simple,1,Number4
869,6BZY35,4.93,4,f,easier,2,simple,1,Number1
870,6BZY35,4.93,4,f,easier,3,simple,1,Number3
871,6BZY35,4.93,4,f,easier,4,simple,1,Number2
872,6BZY35,4.93,4,f,easier,5,simple,1,Stability1
873,6BZY35,4.93,4,f,easier,6,simple,1,Num_Stab
874,6BZY35,4.93,4,f,easier,7,complex,1,Probability
875,6BZY35,4.93,4,f,easier,8,complex,0,Process2
876,6BZY35,4.93,4,f,easier,9,complex,1,Process1
