"","id","trial","easy","hard"
"1","BuildTask_170418_01",19,16.7262834809953,22.4665897469968
"2","BuildTask_170418_01",12,3.27389745500113,21.4178217959998
"3","BuildTask_170418_01",11,20.658254654998,21.4177158910024
"4","BuildTask_170418_01",16,6.78677195400087,19.3862718259988
"5","BuildTask_170418_01",20,52.1129334500001,56.3117049130014
"6","BuildTask_170418_01",9,2.21643134400074,11.3478876299996
"7","BuildTask_170418_01",18,6.9612413750001,39.0017837560008
"8","BuildTask_170418_01",13,10.1867751040045,11.7226715659999
"9","BuildTask_170418_01",10,5.77169309199962,22.0976553979999
"10","BuildTask_170418_01",17,6.66518869500578,17.8171882960014
"11","BuildTask_170418_01",8,7.59310114599793,27.754449565
"12","BuildTask_170418_01",7,2.64155490700068,23.9702575560004
"13","BuildTask_170418_01",14,11.6744294550008,20.2996145049983
"14","BuildTask_170418_01",15,4.66681445099675,20.0824661160004
"15","BuildTask_170418_02",12,2.56121328199515,8.98619385900383
"16","BuildTask_170418_02",13,7.59428642700368,10.753625708996
"17","BuildTask_170418_02",8,2.23973085099715,12.350960667005
"18","BuildTask_170418_02",14,6.24269898499915,8.93881413099734
"19","BuildTask_170418_02",9,0.802728720002051,5.7223524889996
"20","BuildTask_170418_02",20,22.7640885010042,42.2883144539956
"21","BuildTask_170418_02",10,6.70674869600043,18.7211543129961
"22","BuildTask_170418_02",18,5.84689763899951,44.2270016960028
"23","BuildTask_170418_02",19,10.7948309670028,16.2174182559975
"24","BuildTask_170418_02",7,1.91369136999856,14.6428946059968
"25","BuildTask_170418_02",17,2.49593985799584,10.8737236710003
"26","BuildTask_170418_02",15,7.36906029399688,14.4904090869968
"27","BuildTask_170418_02",16,3.63292695099517,9.03441444799682
"28","BuildTask_170418_02",11,8.36168199100211,12.2105554739974
"29","BuildTask_170418_03",23,0.946147787006339,9.55338286200276
"30","BuildTask_170418_03",21,2.30609873799403,16.3549536150022
"31","BuildTask_170418_03",24,5.13644026400289,33.034045032
"32","BuildTask_170418_03",26,3.7042523850032,23.6819510799978
"33","BuildTask_170418_03",30,1.08933508300106,6.55535025199788
"34","BuildTask_170418_03",36,7.85869315300079,11.7149323080012
"35","BuildTask_170418_03",32,6.58600697899965,97.8501691159981
"36","BuildTask_170418_03",25,13.8742310290036,14.6260947900009
"37","BuildTask_170418_03",34,12.6256278270012,133.857982745998
"38","BuildTask_170418_03",31,1.10716461999982,5.95244847099821
"39","BuildTask_170418_03",22,1.69674081500125,15.8988007769949
"40","BuildTask_170418_03",29,1.29053603099601,12.6744425399957
"41","BuildTask_170418_03",35,10.1847930420045,10.0100722700008
"42","BuildTask_170418_03",28,6.35324579699954,11.6101649759948
"43","BuildTask_170418_03",27,2.71393250000256,2.8818973860034
"44","BuildTask_170418_03",33,7.53408865600068,12.1300682120054
"45","BuildTask_170419_01",30,0.651243151999552,4.76223408700025
"46","BuildTask_170419_01",33,8.3293580720001,8.70629676199951
"47","BuildTask_170419_01",23,1.16273545100012,5.00994982800057
"48","BuildTask_170419_01",31,1.1284757859994,4.98554460300056
"49","BuildTask_170419_01",25,5.5783273829993,7.62784044999989
"50","BuildTask_170419_01",21,1.7936476040004,110.778080202
"51","BuildTask_170419_01",29,1.5466512310004,7.57882598900051
"52","BuildTask_170419_01",22,2.00119347799955,12.625936251
"53","BuildTask_170419_01",35,8.98596774700036,11.4960138830002
"54","BuildTask_170419_01",24,7.05109684800027,29.0899482929999
"55","BuildTask_170419_01",26,2.89631676299996,17.8332044280005
"56","BuildTask_170419_01",27,2.10508184599985,3.27176086600048
"57","BuildTask_170419_01",28,10.8506522539992,9.56201475999933
"58","BuildTask_170419_01",34,14.3717407650001,138.235954348001
"59","BuildTask_170419_01",32,7.97068677700008,236.760097624
"60","BuildTask_170419_01",36,9.04127482700005,4.03933634899931
"61","TEDE_170419_03",9,1.14860070299983,5.85517218099994
"62","TEDE_170419_03",8,4.01818421099961,17.3370158460002
"63","TEDE_170419_03",14,7.89894488100072,11.8879687480003
"64","TEDE_170419_03",16,3.33986232699863,14.4563098899998
"65","TEDE_170419_03",12,3.08308707900142,12.7617822209995
"66","TEDE_170419_03",10,5.73872683199988,14.209734135
"67","TEDE_170419_03",17,1.97751575999973,8.84123729600105
"68","TEDE_170419_03",13,9.17699518300105,11.4020241479993
"69","TEDE_170419_03",7,1.55521786200006,26.0011430249997
"70","TEDE_170419_03",18,8.61819979900065,55.5943217160002
"71","TEDE_170419_03",15,5.63379237800109,11.9067934239993
"72","TEDE_170419_03",19,11.86622154,13.5301758490004
"73","TEDE_170419_03",20,25.7625840379987,56.7289465229987
"74","TEDE_170419_03",11,12.4570349909991,16.2890283510005
"75","TEDE_170419_04",22,1.92300654099927,41.6163399699999
"76","TEDE_170419_04",28,28.1388015989996,16.5374342660016
"77","TEDE_170419_04",34,21.4656409099989,24.9067153830001
"78","TEDE_170419_04",26,5.21603318999951,16.6113283310005
"79","TEDE_170419_04",27,2.96113383400007,3.83212131399887
"80","TEDE_170419_04",25,22.9535620549996,29.711890351
"81","TEDE_170419_04",29,1.20032803999857,16.1297265070007
"82","TEDE_170419_04",30,1.26390782999988,14.8507016879994
"83","TEDE_170419_04",36,13.6898269600006,16.0496468260008
"84","TEDE_170419_04",33,10.0916064459998,15.8830960089999
"85","TEDE_170419_04",24,5.15367216100094,28.2103334719995
"86","TEDE_170419_04",21,3.48319990699929,16.8587696680006
"87","TEDE_170419_04",32,8.1776140740003,19.666866702999
"88","TEDE_170419_04",35,11.9435552899995,12.4338394499991
"89","TEDE_170419_04",31,1.92960428700098,9.13104900100006
"90","TEDE_170419_04",23,2.61098250599935,6.35410194499855
"91","TEDE_170419_05",23,1.31439330000285,4.60948246599946
"92","TEDE_170419_05",27,2.62566960899858,2.86578555199958
"93","TEDE_170419_05",33,11.418095727,13.9295512520002
"94","TEDE_170419_05",31,1.72026667699902,8.36991653099903
"95","TEDE_170419_05",28,13.0727216199994,11.0245246839986
"96","TEDE_170419_05",29,1.43364163899969,11.2979957850002
"97","TEDE_170419_05",21,2.44133867300116,45.0977726359997
"98","TEDE_170419_05",35,8.83509079199939,11.3767384659986
"99","TEDE_170419_05",34,15.1702548579997,16.0811954870005
"100","TEDE_170419_05",30,1.30785735900281,12.5390534960025
"101","TEDE_170419_05",32,3.33838298400224,14.6069764909989
"102","TEDE_170419_05",36,8.92319023899836,8.8824121209982
