"id","trial","easy_hard","build_time"
64764501,"29_Number","easy",1.73786095700052
64764501,"32_Stability","easy",7.46588018200418
64764501,"25_InitSorted","easy",29.2804834769995
64764501,"27_Sampling","easy",4.8501746099937
64764501,"33_Pattern","easy",13.3438118229969
64764501,"26_Number","easy",4.67286993899324
64764501,"21_Number","easy",1.81758626899682
64764501,"24_Stability","easy",5.90599434999604
64764501,"23_InitNumber","easy",4.1459737289988
64764501,"35_Distance","easy",11.9777449829999
64764501,"36_Distance","easy",12.9222142329963
19543276,"22_Number","easy",1.97035731899996
19543276,"23_InitNumber","easy",4.31322880799962
19543276,"31_InitNumber","easy",2.56201651200035
19543276,"28_Stability","easy",28.482374828
19543276,"32_Stability","easy",6.29487426700007
19543276,"26_Number","easy",3.60903741600032
19543276,"24_Stability","easy",9.06343726700015
19543276,"30_Number","easy",3.12926069800005
19543276,"35_Distance","easy",17.271472893
19543276,"34_Stability","easy",26.6747223699999
19543276,"21_Number","easy",8.87284597600001
19543276,"33_Pattern","easy",18.4513167270002
19543276,"27_Sampling","easy",6.74585253900023
19543276,"36_Distance","easy",20.3271636779996
19543276,"25_InitSorted","easy",20.218357364
19543276,"29_Number","easy",3.95250035499976
99872580,"16_Number","easy",4.02096062300006
99872580,"11_InitSorted","easy",10.7696721070006
99872580,"7_Number","easy",2.06625112300026
99872580,"17_InitNumber","easy",3.59533353100051
99872580,"14_Stability","easy",9.88213414299935
99872580,"8_Number","easy",5.94675105100032
99872580,"19_Pattern","easy",14.6311162680013
99872580,"15_Number","easy",5.77018349699938
99872580,"18_Stability","easy",7.60915883999951
99872580,"13_Sampling","easy",10.4268093179999
99872580,"9_InitNumber","easy",1.24940893100029
99872580,"20_Stability","easy",38.8107711030007
99872580,"10_Stability","easy",10.0249360170001
99872580,"12_Number","easy",4.13017066900102
43013681,"16_Number","easy",4.0711650910016
43013681,"11_InitSorted","easy",12.8874413819995
43013681,"7_Number","easy",4.67279355199935
43013681,"17_InitNumber","easy",6.48917050100135
43013681,"14_Stability","easy",11.8453469369997
43013681,"8_Number","easy",8.94509854100033
43013681,"19_Pattern","easy",21.2641646580014
43013681,"15_Number","easy",8.18066380399978
43013681,"18_Stability","easy",9.55042780300028
43013681,"13_Sampling","easy",13.5871672599988
43013681,"9_InitNumber","easy",4.56597730300018
43013681,"20_Stability","easy",28.1045053469988
43013681,"10_Stability","easy",12.7872350439993
43013681,"12_Number","easy",6.57021720600096
57612848,"19_Pattern","easy",21.9742802279998
57612848,"18_Stability","easy",15.4631098900009
57612848,"9_InitNumber","easy",4.24074214499888
57612848,"15_Number","easy",8.91618742799983
57612848,"11_InitSorted","easy",14.4758026270028
57612848,"10_Stability","easy",10.7169382169996
57612848,"20_Stability","easy",32.6285478149985
57612848,"12_Number","easy",5.01974045299721
57612848,"17_InitNumber","easy",4.18536175700137
57612848,"16_Number","easy",5.85273636000056
57612848,"13_Sampling","easy",10.1709957629973
57612848,"14_Stability","easy",12.5947309559997
57612848,"7_Number","easy",4.00224793799862
57612848,"8_Number","easy",7.90606967500207
93164057,"20_Stability","easy",41.1280605610009
93164057,"19_Pattern","easy",14.2848576069991
93164057,"14_Stability","easy",9.83754673500152
93164057,"9_InitNumber","easy",4.17666631700195
93164057,"17_InitNumber","easy",6.97474138299731
93164057,"8_Number","easy",8.14423882199844
93164057,"12_Number","easy",4.92801905799934
93164057,"18_Stability","easy",8.6243349840006
93164057,"11_InitSorted","easy",13.6530064170001
93164057,"7_Number","easy",3.52053546800016
93164057,"16_Number","easy",5.36136817700026
93164057,"15_Number","easy",6.04807527400044
93164057,"10_Stability","easy",9.09731933299918
93164057,"13_Sampling","easy",8.11442921900016
50997125,"32_Stability","easy",9.64959580499999
50997125,"22_Number","easy",3.15348724100022
50997125,"34_Stability","easy",30.8590657180002
50997125,"35_Distance","easy",18.303256612
50997125,"30_Number","easy",2.18470240999977
50997125,"33_Pattern","easy",12.5448493740005
50997125,"28_Stability","easy",19.641581506
50997125,"29_Number","easy",2.81714895999994
50997125,"21_Number","easy",3.20930745599981
50997125,"25_InitSorted","easy",36.8889149359993
50997125,"31_InitNumber","easy",2.95423917299922
50997125,"27_Sampling","easy",5.6092385840002
50997125,"26_Number","easy",13.6960584389999
50997125,"36_Distance","easy",17.5615958779999
50997125,"23_InitNumber","easy",2.61743594600011
50997125,"24_Stability","easy",9.65539359200011
35505921,"32_Stability","easy",8.18826072299998
35505921,"22_Number","easy",2.71335354999974
35505921,"34_Stability","easy",18.755051877999
35505921,"35_Distance","easy",16.2308463880017
35505921,"30_Number","easy",1.19377357699886
35505921,"33_Pattern","easy",13.463945038
35505921,"28_Stability","easy",16.1342543399987
35505921,"29_Number","easy",1.48942876000001
35505921,"21_Number","easy",2.0070233410006
35505921,"25_InitSorted","easy",11.9759822349988
35505921,"31_InitNumber","easy",1.29730528899745
35505921,"27_Sampling","easy",2.31155853300152
35505921,"26_Number","easy",8.98426398599986
35505921,"36_Distance","easy",11.9505889430002
35505921,"23_InitNumber","easy",1.10584221799945
35505921,"24_Stability","easy",8.83163231000071
34460692,"19_Pattern","easy",12.5739403059997
34460692,"18_Stability","easy",5.48944274600217
34460692,"9_InitNumber","easy",1.77609043700068
34460692,"15_Number","easy",3.56918929400126
34460692,"11_InitSorted","easy",8.05624682999769
34460692,"10_Stability","easy",9.7320370310008
34460692,"20_Stability","easy",22.7224989489987
34460692,"12_Number","easy",3.80123166500198
34460692,"17_InitNumber","easy",3.87354897100158
34460692,"16_Number","easy",4.26393854799971
34460692,"13_Sampling","easy",5.9000321320018
34460692,"14_Stability","easy",6.1875174759989
34460692,"7_Number","easy",2.29671300200062
34460692,"8_Number","easy",5.05659276999722
60406390,"32_Stability","easy",7.34476746200016
60406390,"22_Number","easy",2.74795725900185
60406390,"34_Stability","easy",28.5779527820014
60406390,"35_Distance","easy",16.6412307620012
60406390,"30_Number","easy",1.66600230100084
60406390,"33_Pattern","easy",15.6246622299986
60406390,"28_Stability","easy",19.9780164440017
60406390,"29_Number","easy",1.8349146469991
60406390,"21_Number","easy",2.97076286900119
60406390,"25_InitSorted","easy",17.1288819269976
60406390,"31_InitNumber","easy",1.9061159619996
60406390,"27_Sampling","easy",3.03979524199895
60406390,"26_Number","easy",7.74735440599761
60406390,"36_Distance","easy",17.0185189880031
60406390,"23_InitNumber","easy",2.42575876499905
60406390,"24_Stability","easy",18.6661569179996
52580007,"16_Number","easy",4.87981680200028
52580007,"11_InitSorted","easy",10.7050824599974
52580007,"7_Number","easy",2.39327679100097
52580007,"17_InitNumber","easy",3.31339974299772
52580007,"14_Stability","easy",9.05845206700178
52580007,"8_Number","easy",4.93877997500022
52580007,"19_Pattern","easy",25.3378085229997
52580007,"15_Number","easy",13.6730586010017
52580007,"18_Stability","easy",12.2020298669995
52580007,"13_Sampling","easy",7.19422248400224
52580007,"9_InitNumber","easy",1.92230142799963
52580007,"20_Stability","easy",24.385174801002
52580007,"10_Stability","easy",14.5309793980014
52580007,"12_Number","easy",2.29881968900008
43841184,"32_Stability","easy",5.83274157499909
43841184,"22_Number","easy",3.67438076999861
43841184,"34_Stability","easy",21.1371578950002
43841184,"35_Distance","easy",14.9297667889987
43841184,"30_Number","easy",2.15475154500018
43841184,"33_Pattern","easy",11.9116975519992
43841184,"28_Stability","easy",28.3454238570012
43841184,"29_Number","easy",1.64169757299896
43841184,"21_Number","easy",3.63376176299971
43841184,"25_InitSorted","easy",53.6663479659983
43841184,"31_InitNumber","easy",2.15412023899989
43841184,"27_Sampling","easy",2.70735984400017
43841184,"26_Number","easy",11.2341538639994
43841184,"36_Distance","easy",16.9211194869986
43841184,"23_InitNumber","easy",2.39436704600121
43841184,"24_Stability","easy",6.03379955699893
71866086,"32_Stability","easy",6.56172582700015
71866086,"22_Number","easy",0.993943779000119
71866086,"34_Stability","easy",10.522325679
71866086,"35_Distance","easy",7.98628844700011
71866086,"30_Number","easy",0.393480369999907
71866086,"33_Pattern","easy",7.506085257
71866086,"28_Stability","easy",5.25071652799988
71866086,"29_Number","easy",1.17812294800001
71866086,"21_Number","easy",1.3296693499999
71866086,"25_InitSorted","easy",14.9701805669999
71866086,"31_InitNumber","easy",1.17860066699996
71866086,"27_Sampling","easy",2.48227669700009
71866086,"26_Number","easy",3.51526611400004
71866086,"36_Distance","easy",9.84235956100019
71866086,"23_InitNumber","easy",1.93765007399998
71866086,"24_Stability","easy",6.01019672400002
91995884,"19_Pattern","easy",12.3520200749999
91995884,"18_Stability","easy",7.27354334200027
91995884,"9_InitNumber","easy",1.24047000000064
91995884,"15_Number","easy",5.13141726100002
91995884,"11_InitSorted","easy",9.59522907100018
91995884,"10_Stability","easy",13.4883695829994
91995884,"20_Stability","easy",20.801890273
91995884,"12_Number","easy",2.52926323099928
91995884,"17_InitNumber","easy",1.84283646999938
91995884,"16_Number","easy",3.3934951629999
91995884,"13_Sampling","easy",8.69061380599942
91995884,"14_Stability","easy",8.00269568800013
91995884,"7_Number","easy",2.10578014200019
91995884,"8_Number","easy",3.79198688300039
75643848,"16_Number","easy",2.22023393899985
75643848,"11_InitSorted","easy",4.88278633000004
75643848,"7_Number","easy",1.29871189000005
75643848,"17_InitNumber","easy",2.69071723999991
75643848,"14_Stability","easy",5.34578437499999
75643848,"8_Number","easy",2.64985761000003
75643848,"19_Pattern","easy",12.4020998790002
75643848,"15_Number","easy",2.58610656899987
75643848,"18_Stability","easy",10.436160599
75643848,"13_Sampling","easy",6.61918093000008
75643848,"9_InitNumber","easy",1.81212126900004
75643848,"20_Stability","easy",21.218534011
75643848,"10_Stability","easy",10.275830156
75643848,"12_Number","easy",2.22598317099983
74165640,"16_Number","easy",5.2292596920006
74165640,"11_InitSorted","easy",13.1783550959999
74165640,"7_Number","easy",2.46699579600045
74165640,"17_InitNumber","easy",3.43350862399984
74165640,"14_Stability","easy",11.7469097650001
74165640,"8_Number","easy",7.31496562099983
74165640,"19_Pattern","easy",11.4816223030002
74165640,"15_Number","easy",5.88175465100085
74165640,"18_Stability","easy",11.9863066949993
74165640,"13_Sampling","easy",10.6501353630001
74165640,"9_InitNumber","easy",1.88990718399964
74165640,"20_Stability","easy",30.2734058759997
74165640,"10_Stability","easy",12.0566156209998
74165640,"12_Number","easy",1.76823038600014
57972367,"16_Number","easy",2.82159976399998
57972367,"11_InitSorted","easy",6.19485215099985
57972367,"7_Number","easy",0.754797763999932
57972367,"17_InitNumber","easy",2.39369514300006
57972367,"14_Stability","easy",6.00922942099987
57972367,"8_Number","easy",4.81810025300001
57972367,"19_Pattern","easy",9.89752719299986
57972367,"15_Number","easy",2.56806235700014
